event_id,event_type_id,event_name,time,country,currency,impact,actual,forecast,previous
385047,847,BoE MPC vote hike (May),2019-05-02 11:00:00,United Kingdom,GBP,Moderate Volatility Expected,0,0,0
385048,848,BoE MPC vote unchanged (May),2019-05-02 11:00:00,United Kingdom,GBP,Moderate Volatility Expected,9,9,9
385049,665,BoE QE Total (May),2019-05-02 11:00:00,United Kingdom,GBP,Moderate Volatility Expected,435B,435B,435B
385050,170,BoE Interest Rate Decision (May),2019-05-02 11:00:00,United Kingdom,GBP,High Volatility Expected,0.75%,0.75%,0.75%
385952,212,BoE MPC Meeting Minutes,2019-05-02 11:00:00,United Kingdom,GBP,High Volatility Expected,,,
385425,457,Interest Rate Decision,2019-05-02 11:00:00,Czech Republic,CZK,Low Volatility Expected,2.00%,2.00%,1.75%
385768,1034,BoE Gov Carney Speaks,2019-05-02 11:30:00,United Kingdom,GBP,High Volatility Expected,,,
385769,333,Challenger Job Cuts (YoY),2019-05-02 11:30:00,United States,USD,Low Volatility Expected,10.9%,,0.4%
385054,888,Challenger Job Cuts (Apr),2019-05-02 11:30:00,United States,USD,Low Volatility Expected,40.0K,,60.6K
385055,1229,Budget Balance (Apr),2019-05-02 12:00:00,Czech Republic,CZK,Low Volatility Expected,-29.680B,,-9.240B
385056,1332,Total Vehicle Sales (YoY) (Apr),2019-05-02 12:00:00,South Africa,ZAR,Low Volatility Expected,0.70%,,-3.10%
385057,1333,Total Vehicle Sales (Apr),2019-05-02 12:00:00,South Africa,ZAR,Low Volatility Expected,36.79K,,"47,687.00K"
385910,522,Continuing Jobless Claims,2019-05-02 12:30:00,United States,USD,Low Volatility Expected,"1,671K","1,659K","1,654K"
385911,294,Initial Jobless Claims,2019-05-02 12:30:00,United States,USD,High Volatility Expected,230K,220K,230K
385909,1041,Jobless Claims 4-Week Avg.,2019-05-02 12:30:00,United States,USD,Low Volatility Expected,212.50K,,206.00K
385061,228,Nonfarm Productivity (QoQ) (Q1),2019-05-02 12:30:00,United States,USD,Moderate Volatility Expected,3.6%,2.2%,1.3%
385060,303,Unit Labor Costs (QoQ) (Q1),2019-05-02 12:30:00,United States,USD,Moderate Volatility Expected,-0.9%,1.5%,2.5%
385062,1476,Markit Manufacturing PMI (Apr),2019-05-02 13:00:00,Brazil,BRL,Low Volatility Expected,51.5,,52.8
385063,661,ISM-New York Index (Apr),2019-05-02 13:45:00,United States,USD,Low Volatility Expected,882.8,,869.1
385770,1751,Cap Goods Ship Non Defense Ex Air (MoM),2019-05-02 14:00:00,United States,USD,Moderate Volatility Expected,0.0%,,-0.2%
385065,100,Factory Orders (MoM) (Mar),2019-05-02 14:00:00,United States,USD,Moderate Volatility Expected,1.9%,1.0%,-0.3%
385064,893,Factory orders ex transportation (MoM) (Mar),2019-05-02 14:00:00,United States,USD,Low Volatility Expected,0.8%,,0.3%
385920,386,Natural Gas Storage,2019-05-02 14:30:00,United States,USD,Low Volatility Expected,123B,,92B
385068,1303,Manufacturing PMI (Apr),2019-05-02 14:30:00,Mexico,MXN,Low Volatility Expected,50.10,,49.80
385771,567,4-Week Bill Auction,2019-05-02 15:30:00,United States,USD,Low Volatility Expected,2.390%,,2.390%
385772,1801,8-Week Bill Auction,2019-05-02 15:30:00,United States,USD,Low Volatility Expected,2.390%,,2.380%
385921,764,Foreign Exchange Flows,2019-05-02 15:30:00,Brazil,BRL,Low Volatility Expected,-1.594B,,-2.808B
385067,1374,Irish Exchequer Returns (Apr),2019-05-02 15:30:00,Ireland,EUR,Low Volatility Expected,-3.192B,,-0.966B
385953,1032,German Buba President Weidmann Speaks,2019-05-02 17:30:00,Germany,EUR,Moderate Volatility Expected,,,
385951,1706,ECB's Praet Speaks,2019-05-02 17:30:00,Euro Zone,EUR,Moderate Volatility Expected,,,
385070,412,Trade Balance (Apr),2019-05-02 19:00:00,Brazil,BRL,Low Volatility Expected,6.06B,6.70B,4.99B
385791,1518,Tax Revenue (Apr),2019-05-02 20:00:00,Argentina,ARS,Low Volatility Expected,357.36B,338.08B,327.87B
385071,347,AIG Services Index (Apr),2019-05-02 22:30:00,Australia,AUD,Low Volatility Expected,46.5,,44.8
385367,1839,Services PMI,2019-05-02 23:00:00,Australia,AUD,Low Volatility Expected,50.1,50.5,50.5
178,,Poland - Constitution Day,2019-05-03 00:00:00,Poland,PLN,Holiday,,,
252,,Bosnia-Herzegovina - Holiday,2019-05-03 00:00:00,Bosnia-Herzegovina,,Holiday,,,
178,,Japan - Constitution Day,2019-05-03 00:00:00,Japan,JPY,Holiday,,,
458,,China - Labour Day,2019-05-03 00:00:00,China,CNY,Holiday,,,
386172,1482,Irish Services PMI (Apr),2019-05-03 00:01:00,Ireland,EUR,Low Volatility Expected,54.7,,55.3
385075,22,Building Approvals (MoM) (Mar),2019-05-03 01:30:00,Australia,AUD,Moderate Volatility Expected,-15.5%,-12.5%,19.1%
385074,1504,Private House Approvals (Mar),2019-05-03 01:30:00,Australia,AUD,Low Volatility Expected,-3.2%,,-3.4%
387265,1867,BSP Advisory Committee Meeting,2019-05-03 02:00:00,Philippines,PHP,Low Volatility Expected,,,
385076,1103,Exports (YoY) (Mar),2019-05-03 04:00:00,Malaysia,MYR,Low Volatility Expected,-0.5%,,-5.3%
385077,1104,Imports (YoY) (Mar),2019-05-03 04:00:00,Malaysia,MYR,Low Volatility Expected,-0.1%,,-9.4%
385078,506,Trade Balance (Mar),2019-05-03 04:00:00,Malaysia,MYR,Low Volatility Expected,14.40B,,11.10B
385080,362,SECO Consumer Climate (Q2),2019-05-03 05:45:00,Switzerland,CHF,Moderate Volatility Expected,-6,-3,-4
385081,647,Unemployment Rate (Mar),2019-05-03 06:00:00,Denmark,DKK,Low Volatility Expected,3.1%,,3.1%
385082,1420,Credit Indicator (YoY) (Mar),2019-05-03 06:00:00,Norway,NOK,Low Volatility Expected,5.8%,,5.8%
385083,1282,PPI (YoY) (Mar),2019-05-03 06:00:00,Romania,RON,Low Volatility Expected,5.26%,,4.80%
385085,71,CPI (MoM) (Apr),2019-05-03 06:30:00,Switzerland,CHF,Moderate Volatility Expected,0.2%,0.2%,0.5%
385084,956,CPI (YoY) (Apr),2019-05-03 06:30:00,Switzerland,CHF,Low Volatility Expected,0.7%,0.7%,0.7%
385087,871,CPI (YoY) (Apr),2019-05-03 07:00:00,Turkey,TRY,Moderate Volatility Expected,19.50%,19.57%,19.71%
385086,611,CPI (MoM) (Apr),2019-05-03 07:00:00,Turkey,TRY,Moderate Volatility Expected,1.69%,2.40%,1.03%
385088,872,PPI (YoY) (Apr),2019-05-03 07:00:00,Turkey,TRY,Low Volatility Expected,30.12%,,29.64%
385089,612,PPI (MoM) (Apr),2019-05-03 07:00:00,Turkey,TRY,Low Volatility Expected,2.98%,,1.58%
385985,1399,Currency Swaps (USD),2019-05-03 07:30:00,Thailand,THB,Low Volatility Expected,34.5B,,34.2B
385986,1326,Foreign Reserves (USD),2019-05-03 07:30:00,Thailand,THB,Low Volatility Expected,209.7B,,209.7B
385954,1032,German Buba President Weidmann Speaks,2019-05-03 08:00:00,Germany,EUR,Moderate Volatility Expected,,,
385092,1537,Unemployment Change (Apr),2019-05-03 08:00:00,Norway,NOK,Low Volatility Expected,76.66K,,78.32K
385091,1308,Unemployment Rate n.s.a. (Apr),2019-05-03 08:00:00,Norway,NOK,Low Volatility Expected,2.30%,2.30%,2.40%
385096,274,Services PMI (Apr),2019-05-03 08:30:00,United Kingdom,GBP,High Volatility Expected,50.4,50.4,48.9
385097,775,Retail Sales (YoY) (Mar),2019-05-03 08:30:00,Hong Kong,HKD,Low Volatility Expected,-0.2%,,-10.1%
385794,575,French 10-Year OAT Auction,2019-05-03 09:00:00,France,EUR,Low Volatility Expected,0.37%,,0.39%
385774,317,Core CPI (YoY),2019-05-03 09:00:00,Euro Zone,EUR,Moderate Volatility Expected,1.2%,1.0%,0.8%
385098,68,CPI (YoY) (Apr),2019-05-03 09:00:00,Euro Zone,EUR,High Volatility Expected,1.7%,1.6%,1.4%
385100,237,PPI (MoM) (Mar),2019-05-03 09:00:00,Euro Zone,EUR,Low Volatility Expected,-0.1%,0.0%,0.1%
385099,935,PPI (YoY) (Mar),2019-05-03 09:00:00,Euro Zone,EUR,Low Volatility Expected,2.9%,3.0%,3.0%
386207,1099,Motorbike Sales (YoY) (Mar),2019-05-03 10:00:00,Indonesia,IDR,Low Volatility Expected,8.40%,,21.00%
385795,757,"FX Reserves, USD",2019-05-03 11:30:00,India,INR,Low Volatility Expected,418.52B,,414.15B
385796,493,Retail Sales (YoY),2019-05-03 12:00:00,Chile,CLP,Low Volatility Expected,0.7%,,0.1%
385102,1146,Industrial Production (MoM) (Mar),2019-05-03 12:00:00,Brazil,BRL,Low Volatility Expected,-1.3%,-0.7%,0.6%
385101,414,Industrial Production (YoY) (Mar),2019-05-03 12:00:00,Brazil,BRL,Moderate Volatility Expected,-6.1%,-4.6%,2.0%
385109,1777,Average Hourly Earnings (YoY) (YoY) (Apr),2019-05-03 12:30:00,United States,USD,Moderate Volatility Expected,3.2%,3.3%,3.2%
385110,8,Average Hourly Earnings (MoM) (Apr),2019-05-03 12:30:00,United States,USD,Moderate Volatility Expected,0.2%,0.3%,0.2%
385106,379,Average Weekly Hours (Apr),2019-05-03 12:30:00,United States,USD,Low Volatility Expected,34.4,34.5,34.5
385114,1650,Goods Trade Balance (Mar),2019-05-03 12:30:00,United States,USD,Moderate Volatility Expected,-71.45B,-73.00B,-80.38B
385105,1579,Government Payrolls (Apr),2019-05-03 12:30:00,United States,USD,Low Volatility Expected,27.0K,,10.0K
385103,1531,Manufacturing Payrolls (Apr),2019-05-03 12:30:00,United States,USD,Low Volatility Expected,4K,10K,-6K
385107,227,Nonfarm Payrolls (Apr),2019-05-03 12:30:00,United States,USD,High Volatility Expected,263K,181K,189K
385115,1581,Participation Rate (Apr),2019-05-03 12:30:00,United States,USD,Moderate Volatility Expected,62.8%,62.9%,63.0%
385104,528,Private Nonfarm Payrolls (Apr),2019-05-03 12:30:00,United States,USD,Moderate Volatility Expected,236K,179K,179K
385116,1670,U6 Unemployment Rate (Apr),2019-05-03 12:30:00,United States,USD,Low Volatility Expected,7.3%,,7.3%
385108,300,Unemployment Rate (Apr),2019-05-03 12:30:00,United States,USD,High Volatility Expected,3.6%,3.8%,3.8%
386135,305,Wholesale Inventories (MoM),2019-05-03 12:30:00,United States,USD,Low Volatility Expected,0.0%,0.2%,0.2%
385117,792,Manufacturing PMI (Apr),2019-05-03 13:00:00,Singapore,SGD,Low Volatility Expected,50.3,,50.8
385120,1492,Markit Composite PMI (Apr),2019-05-03 13:45:00,United States,USD,Moderate Volatility Expected,53.0,52.8,54.6
385121,1062,Services PMI (Apr),2019-05-03 13:45:00,United States,USD,Moderate Volatility Expected,53.0,52.9,52.9
385126,1484,ISM Non-Manufacturing Business Activity (Apr),2019-05-03 14:00:00,United States,USD,Low Volatility Expected,59.5,58.8,57.4
385124,1048,ISM Non-Manufacturing Employment (Apr),2019-05-03 14:00:00,United States,USD,Moderate Volatility Expected,53.7,,55.9
385122,1050,ISM Non-Manufacturing New Orders (Apr),2019-05-03 14:00:00,United States,USD,Low Volatility Expected,58.1,,59.0
385125,176,ISM Non-Manufacturing PMI (Apr),2019-05-03 14:00:00,United States,USD,High Volatility Expected,55.5,57.2,56.1
385123,1049,ISM Non-Manufacturing Prices (Apr),2019-05-03 14:00:00,United States,USD,Low Volatility Expected,55.7,,58.7
385777,37,Chicago Fed President Evans Speaks,2019-05-03 14:15:00,United States,USD,Low Volatility Expected,,,
385778,1803,FOMC Member Clarida Speaks,2019-05-03 15:30:00,United States,USD,Moderate Volatility Expected,,,
385779,1652,U.S. Baker Hughes Oil Rig Count,2019-05-03 17:00:00,United States,USD,Moderate Volatility Expected,807,,805
385780,1810,U.S. Baker Hughes Total Rig Count,2019-05-03 17:00:00,United States,USD,Moderate Volatility Expected,990,,991
385781,1585,FOMC Member Williams Speaks,2019-05-03 17:45:00,United States,USD,Moderate Volatility Expected,,,
386190,1835,FOMC Member Bowman Speaks,2019-05-03 19:00:00,United States,USD,Moderate Volatility Expected,,,
385929,1612,CFTC GBP speculative net positions,2019-05-03 19:30:00,United Kingdom,GBP,Moderate Volatility Expected,-4.7K,,-1.8K
385933,1821,CFTC Aluminium speculative net positions,2019-05-03 19:30:00,United States,USD,Low Volatility Expected,-105.5K,,-105.4K
385934,1620,CFTC Copper speculative net positions,2019-05-03 19:30:00,United States,USD,Low Volatility Expected,-0.1K,,2.1K
385940,1813,CFTC Corn speculative net positions,2019-05-03 19:30:00,United States,USD,Low Volatility Expected,-208.3K,,-173.1K
385937,1653,CFTC Crude Oil speculative net positions,2019-05-03 19:30:00,United States,USD,Moderate Volatility Expected,524.1K,,547.4K
385935,1618,CFTC Gold speculative net positions,2019-05-03 19:30:00,United States,USD,Moderate Volatility Expected,66.2K,,37.4K
385938,1820,CFTC Natural Gas speculative net positions,2019-05-03 19:30:00,United States,USD,Low Volatility Expected,-69.1K,,-55.1K
385926,1619,CFTC S&P 500 speculative net positions,2019-05-03 19:30:00,United States,USD,Moderate Volatility Expected,61.3K,,2.4K
385936,1621,CFTC Silver speculative net positions,2019-05-03 19:30:00,United States,USD,Low Volatility Expected,2.1K,,-0.1K
385941,1811,CFTC Soybeans speculative net positions,2019-05-03 19:30:00,United States,USD,Low Volatility Expected,-118.3K,,-86.5K
385939,1812,CFTC Wheat speculative net positions,2019-05-03 19:30:00,United States,USD,Low Volatility Expected,-55.2K,,-47.1K
385753,85,Total Vehicle Sales,2019-05-03 19:30:00,United States,USD,Low Volatility Expected,16.40M,17.10M,17.45M
385931,1613,CFTC CAD speculative net positions,2019-05-03 19:30:00,Canada,CAD,Low Volatility Expected,-46.7K,,-47.5K
385927,1622,CFTC MXN speculative net positions,2019-05-03 19:30:00,Mexico,MXN,Low Volatility Expected,144.7K,,150.7K
385924,1617,CFTC CHF speculative net positions,2019-05-03 19:30:00,Switzerland,CHF,Low Volatility Expected,-39.7K,,-37.5K
385923,1615,CFTC AUD speculative net positions,2019-05-03 19:30:00,Australia,AUD,Moderate Volatility Expected,-59.0K,,-50.4K
385928,1814,CFTC BRL speculative net positions,2019-05-03 19:30:00,Brazil,BRL,Moderate Volatility Expected,-15.7K,,-16.4K
385922,1614,CFTC JPY speculative net positions,2019-05-03 19:30:00,Japan,JPY,Moderate Volatility Expected,-99.6K,,-94.4K
385930,1616,CFTC NZD speculative net positions,2019-05-03 19:30:00,New Zealand,NZD,Low Volatility Expected,-11.5K,,-5.5K
385925,1625,CFTC RUB speculative positions,2019-05-03 19:30:00,Russia,RUB,Moderate Volatility Expected,33.6K,,36.1K
385932,1611,CFTC EUR speculative net positions,2019-05-03 19:30:00,Euro Zone,EUR,Moderate Volatility Expected,-105.5K,,-105.4K
385782,838,FOMC Member Bullard Speaks,2019-05-03 23:45:00,United States,USD,Moderate Volatility Expected,,,
385783,1802,FOMC Member Daly Speaks,2019-05-03 23:45:00,United States,USD,Moderate Volatility Expected,,,
385784,1662,FOMC Member Kaplan Speaks,2019-05-03 23:45:00,United States,USD,Moderate Volatility Expected,,,
385785,1336,FOMC Member Mester Speaks,2019-05-03 23:45:00,United States,USD,Moderate Volatility Expected,,,
84,,Japan - Greenery Day,2019-05-04 00:00:00,Japan,JPY,Holiday,,,
98,,China - Labor Day,2019-05-04 00:00:00,China,CNY,Holiday,,,
385130,1197,CPI (MoM) (Apr),2019-05-04 05:00:00,Colombia,COP,Low Volatility Expected,0.50%,0.36%,0.43%
385131,494,CPI (YoY) (Apr),2019-05-04 05:00:00,Colombia,COP,Low Volatility Expected,3.25%,3.11%,3.21%
355,,Thailand - Coronation Day,2019-05-05 00:00:00,Thailand,THB,Holiday,,,
385132,1636,Markit Composite PMI (Apr),2019-05-05 04:15:00,Saudi Arabia,SAR,Low Volatility Expected,56.8,,56.8
385133,1642,Markit Composite PMI (Apr),2019-05-05 04:15:00,United Arab Emirates,AED,Low Volatility Expected,57.6,,55.7
386295,1298,M2 Money Supply (YoY) (Mar),2019-05-05 07:20:00,Kuwait,KWD,Low Volatility Expected,5.00%,,4.70%
386296,1419,Bank Lending (YoY) (Mar),2019-05-05 07:20:00,Kuwait,KWD,Low Volatility Expected,5.00%,,5.00%
386297,1202,CPI (YoY) (Apr),2019-05-05 07:35:00,Kuwait,KWD,Low Volatility Expected,0.80%,,0.80%
386298,1203,CPI (MoM) (Apr),2019-05-05 07:35:00,Kuwait,KWD,Low Volatility Expected,-0.20%,,-0.20%
381,,United Kingdom - Early May Bank Holiday,2019-05-06 00:00:00,United Kingdom,GBP,Holiday,,,
355,,Thailand - Coronation Day,2019-05-06 00:00:00,Thailand,THB,Holiday,,,
308,,Latvia - Declaration of Independence,2019-05-06 00:00:00,Latvia,EUR,Holiday,,,
85,,South Korea - Children's Day,2019-05-06 00:00:00,South Korea,KRW,Holiday,,,
85,,Japan - Children's Day,2019-05-06 00:00:00,Japan,JPY,Holiday,,,
243,,Bulgaria - St. George`s Day,2019-05-06 00:00:00,Bulgaria,BGN,Holiday,,,
385189,1088,Manufacturing PMI (Apr),2019-05-06 00:30:00,Hong Kong,HKD,Low Volatility Expected,48.4,,48.0
386070,345,MI Inflation Gauge (MoM),2019-05-06 01:00:00,Australia,AUD,Low Volatility Expected,0.2%,,0.4%
386071,5,ANZ Commodity Price Index (MoM),2019-05-06 01:00:00,New Zealand,NZD,Low Volatility Expected,2.5%,,4.1%
386072,385,ANZ Job Advertisements (MoM),2019-05-06 01:30:00,Australia,AUD,Low Volatility Expected,-0.1%,,-1.7%
386316,1084,PBoC Reserve Requirement Ratio,2019-05-06 01:30:00,China,CNY,Moderate Volatility Expected,13.50%,,13.50%
385193,596,Caixin Services PMI (Apr),2019-05-06 01:45:00,China,CNY,Moderate Volatility Expected,54.5,54.3,54.4
385226,1090,Consumer Confidence (Apr),2019-05-06 03:10:00,Indonesia,IDR,Low Volatility Expected,128.1,,124.5
385195,505,GDP (YoY) (Q1),2019-05-06 04:10:00,Indonesia,IDR,Low Volatility Expected,5.07%,5.18%,5.18%
385194,1072,GDP (QoQ) (Q1),2019-05-06 04:10:00,Indonesia,IDR,Moderate Volatility Expected,-0.52%,-0.40%,-1.69%
385197,598,Nikkei Services PMI (Apr),2019-05-06 05:00:00,India,INR,Low Volatility Expected,51.0,52.5,52.0
385207,1629,Markit Services PMI (Apr),2019-05-06 06:00:00,Russia,RUB,Moderate Volatility Expected,52.6,,54.4
385208,1513,Services PMI (MoM) (Apr),2019-05-06 06:30:00,Sweden,SEK,Low Volatility Expected,54.0,,55.1
385209,942,French Industrial Investments (Q2),2019-05-06 06:45:00,France,EUR,Low Volatility Expected,11.0%,,10.0%
386073,830,Spanish Unemployment Change,2019-05-06 07:00:00,Spain,EUR,Moderate Volatility Expected,-91.5K,-85.0K,-34.0K
385210,676,Retail Sales (YoY) (Mar),2019-05-06 07:00:00,Hungary,HUF,Low Volatility Expected,5.9%,,8.4%
385212,668,Spanish Services PMI (Apr),2019-05-06 07:15:00,Spain,EUR,Moderate Volatility Expected,53.1,54.9,56.8
385211,1478,South Africa Standard Bank PMI (Apr),2019-05-06 07:15:00,South Africa,ZAR,Low Volatility Expected,50.3,,48.8
386284,1703,ECB's Lautenschlaeger Speaks,2019-05-06 07:30:00,Euro Zone,EUR,Moderate Volatility Expected,,,
385215,833,Italian Services PMI (Apr),2019-05-06 07:45:00,Italy,EUR,Moderate Volatility Expected,50.4,54.4,53.1
385217,672,French Markit Composite PMI (Apr),2019-05-06 07:50:00,France,EUR,Low Volatility Expected,50.1,50.0,50.0
385216,341,French Services PMI (Apr),2019-05-06 07:50:00,France,EUR,Moderate Volatility Expected,50.5,50.5,50.5
385219,1469,German Composite PMI (Apr),2019-05-06 07:55:00,Germany,EUR,Low Volatility Expected,52.2,52.1,52.1
385218,140,German Services PMI (Apr),2019-05-06 07:55:00,Germany,EUR,Moderate Volatility Expected,55.7,55.6,55.6
385221,1491,Markit Composite PMI (Apr),2019-05-06 08:00:00,Euro Zone,EUR,Moderate Volatility Expected,51.5,51.3,51.3
385220,272,Services PMI (Apr),2019-05-06 08:00:00,Euro Zone,EUR,Moderate Volatility Expected,52.8,52.5,52.5
385790,1322,Foreign Reserves (USD),2019-05-06 08:15:00,Egypt,EGP,Low Volatility Expected,44.22B,,44.11B
385222,1120,FX Reserves USD (Apr),2019-05-06 08:20:00,Taiwan,TWD,Low Volatility Expected,464.83B,,464.08B
385223,268,Sentix Investor Confidence (May),2019-05-06 08:30:00,Euro Zone,EUR,Low Volatility Expected,5.3,1.1,-0.3
385228,1290,House Price Index (YoY) (Apr),2019-05-06 09:00:00,Norway,NOK,Low Volatility Expected,2.20%,,3.20%
385227,936,Retail Sales (YoY) (Mar),2019-05-06 09:00:00,Euro Zone,EUR,Low Volatility Expected,1.9%,1.8%,3.0%
385229,255,Retail Sales (MoM) (Mar),2019-05-06 09:00:00,Euro Zone,EUR,Moderate Volatility Expected,0.0%,-0.1%,0.5%
386286,37,Chicago Fed President Evans Speaks,2019-05-06 10:00:00,United States,USD,Low Volatility Expected,,,
386077,558,Spanish Consumer Confidence,2019-05-06 10:15:00,Spain,EUR,Low Volatility Expected,97.0,,93.9
386078,533,Economic Activity (YoY) (Mar),2019-05-06 10:30:00,Chile,CLP,Low Volatility Expected,1.9%,,1.4%
386177,1784,BCB Focus Market Readout,2019-05-06 11:30:00,Brazil,BRL,Moderate Volatility Expected,,,
386328,781,Budget Balance (Apr),2019-05-06 12:59:00,Israel,ILS,Low Volatility Expected,"-4,900M",,"-3,500M"
385236,1312,Consumer Confidence (Apr),2019-05-06 13:00:00,Mexico,MXN,Low Volatility Expected,113.7,,116.3
385235,816,Consumer Confidence n.s.a. (Apr),2019-05-06 13:00:00,Mexico,MXN,Low Volatility Expected,110.9,,112.7
386081,685,French 12-Month BTF Auction,2019-05-06 13:00:00,France,EUR,Low Volatility Expected,-0.552%,,-0.535%
386079,683,French 3-Month BTF Auction,2019-05-06 13:00:00,France,EUR,Low Volatility Expected,-0.567%,,-0.546%
386080,684,French 6-Month BTF Auction,2019-05-06 13:00:00,France,EUR,Low Volatility Expected,-0.573%,,-0.540%
385234,1475,Markit Composite PMI (Apr),2019-05-06 13:00:00,Brazil,BRL,Low Volatility Expected,50.6,,53.1
385233,1477,Markit Services PMI (Apr),2019-05-06 13:00:00,Brazil,BRL,Low Volatility Expected,49.9,,52.7
386074,1666,FOMC Member Harker Speaks,2019-05-06 13:30:00,United States,USD,Moderate Volatility Expected,,,
385237,660,CB Employment Trends Index (Apr),2019-05-06 14:00:00,United States,USD,Low Volatility Expected,110.80,,110.70
386283,1585,FOMC Member Williams Speaks,2019-05-06 14:00:00,United States,USD,Moderate Volatility Expected,,,
386285,1706,ECB's Praet Speaks,2019-05-06 15:00:00,Euro Zone,EUR,Moderate Volatility Expected,,,
385238,1318,Exports (YoY) (Mar),2019-05-06 15:00:00,Colombia,COP,Low Volatility Expected,-0.80%,,6.20%
386075,568,3-Month Bill Auction,2019-05-06 15:30:00,United States,USD,Low Volatility Expected,2.380%,,2.385%
386076,679,6-Month Bill Auction,2019-05-06 15:30:00,United States,USD,Low Volatility Expected,2.380%,,2.395%
386334,1325,Foreign Reserves (USD) (Apr),2019-05-06 15:35:00,Ukraine,UAH,Low Volatility Expected,20.50B,,20.63B
386082,1033,BoC Gov Poloz Speaks,2019-05-06 17:45:00,Canada,CAD,High Volatility Expected,,,
385239,440,Industrial Production (YoY) (Mar),2019-05-06 19:00:00,Argentina,ARS,Moderate Volatility Expected,-13.4%,,-8.5%
385240,784,FX Reserves - USD (Apr),2019-05-06 21:00:00,South Korea,KRW,Low Volatility Expected,404.03B,,405.25B
385241,349,AIG Construction Index (Apr),2019-05-06 22:30:00,Australia,AUD,Low Volatility Expected,42.6,,45.6
186,,Kazakhstan - Defender of the Fatherland Day,2019-05-07 00:00:00,Kazakhstan,KZT,Holiday,,,
367,,Bangladesh - Ramadan Holiday - Early close at 14:00,2019-05-07 00:00:00,Bangladesh,BDT,Holiday,,,
385681,202,Manufacturing PMI (Apr),2019-05-07 00:30:00,Japan,JPY,Low Volatility Expected,50.2,49.5,49.5
385242,1108,Core CPI (YoY) (Apr),2019-05-07 01:00:00,Philippines,PHP,Low Volatility Expected,3.4%,,3.5%
385243,1075,CPI (YoY) (Apr),2019-05-07 01:00:00,Philippines,PHP,Low Volatility Expected,3.0%,3.0%,3.3%
385244,824,CPI (MoM) (Apr),2019-05-07 01:00:00,Philippines,PHP,Low Volatility Expected,0.3%,,0.0%
385248,1055,Exports (MoM) (Mar),2019-05-07 01:30:00,Australia,AUD,Low Volatility Expected,-2%,,5%
385247,1056,Imports (MoM) (Mar),2019-05-07 01:30:00,Australia,AUD,Low Volatility Expected,-2%,,-1%
385245,262,Retail Sales (MoM) (Mar),2019-05-07 01:30:00,Australia,AUD,High Volatility Expected,0.3%,0.2%,0.9%
385246,1283,Retail Sales (QoQ) (Q1),2019-05-07 01:30:00,Australia,AUD,Low Volatility Expected,-0.1%,0.3%,0.1%
385249,291,Trade Balance (Mar),2019-05-07 01:30:00,Australia,AUD,Moderate Volatility Expected,4.949B,4.490B,5.140B
386083,342,Inflation Expectations (QoQ),2019-05-07 03:00:00,New Zealand,NZD,Moderate Volatility Expected,2.0%,,2.0%
386090,543,Industrial Production (YoY),2019-05-07 03:00:00,Philippines,PHP,Low Volatility Expected,-5.4%,,-5.5%
385271,777,Retail Sales (YoY) (Mar),2019-05-07 03:03:00,Indonesia,IDR,Low Volatility Expected,10.1%,,9.1%
385251,607,Dutch CPI (YoY) (Apr),2019-05-07 04:30:00,Netherlands,EUR,Low Volatility Expected,2.9%,,2.8%
385250,171,RBA Interest Rate Decision (May),2019-05-07 04:30:00,Australia,AUD,High Volatility Expected,1.50%,1.50%,1.50%
386084,387,RBA Rate Statement,2019-05-07 04:30:00,Australia,AUD,High Volatility Expected,,,
385261,1111,FX Reserves USD (Apr),2019-05-07 05:59:00,Philippines,PHP,Low Volatility Expected,83.96B,,83.61B
385252,130,German Factory Orders (MoM) (Mar),2019-05-07 06:00:00,Germany,EUR,Moderate Volatility Expected,0.6%,1.6%,-4.0%
386025,644,Industrial Production (MoM) (Mar),2019-05-07 06:00:00,Denmark,DKK,Low Volatility Expected,1.0%,,-1.2%
385255,671,French Current Account (Mar),2019-05-07 06:45:00,France,EUR,Low Volatility Expected,-1.30B,-0.97B,-0.80B
385256,1365,French Exports (Mar),2019-05-07 06:45:00,France,EUR,Low Volatility Expected,43.2B,,42.9B
385253,1366,French Imports (Mar),2019-05-07 06:45:00,France,EUR,Low Volatility Expected,48.5B,,46.9B
385254,117,French Trade Balance (Mar),2019-05-07 06:45:00,France,EUR,Low Volatility Expected,-5.3B,-4.5B,-4.0B
385598,1107,FX Reserves USD,2019-05-07 07:00:00,Malaysia,MYR,Low Volatility Expected,103.4B,,103.5B
385636,1106,Interest Rate,2019-05-07 07:00:00,Malaysia,MYR,Moderate Volatility Expected,3.00%,3.00%,3.25%
385259,1545,Austrian Wholesale Prices n.s.a (MoM) (Apr),2019-05-07 07:00:00,Austria,EUR,Low Volatility Expected,0.7%,,0.3%
385257,1546,Austrian Wholesale Prices n.s.a (YoY) (Apr),2019-05-07 07:00:00,Austria,EUR,Low Volatility Expected,2.2%,,2.9%
385258,813,Retail Sales (YoY) (Mar),2019-05-07 07:00:00,Czech Republic,CZK,Low Volatility Expected,4.3%,4.5%,5.1%
385262,1479,Industrial New Orders (YoY) (Mar),2019-05-07 07:30:00,Sweden,SEK,Low Volatility Expected,-8.1%,,-3.5%
386287,1134,BoE MPC Member Cunliffe Speaks,2019-05-07 08:00:00,United Kingdom,GBP,Moderate Volatility Expected,,,
