event_id,event_type_id,event_name,time,country,currency,impact,actual,forecast,previous,urls,title
406431,1298.0,M2 Money Supply,2020-05-04 09:24:00,Kuwait,KWD,Low Volatility Expected,-2.40%,,-3.20%,m2-money-supply-1298,M2 Money Supply
406432,1419.0,Bank Lending,2020-05-04 09:33:00,Kuwait,KWD,Low Volatility Expected,4.35%,,4.13%,bank-lending-1419,Bank Lending
406443,814.0,Unemployment Rate,2020-05-04 12:00:00,Czech Republic,CZK,Low Volatility Expected,3.4%,3.6%,3.0%,unemployment-rate-814,Republic Unemployment Rate
405829,886.0,All Car Sales,2020-05-04 13:00:00,United States,USD,Low Volatility Expected,1.95M,,2.85M,all-car-sales-886,All Car Sales
406444,1437.0,All Truck Sales,2020-05-04 13:00:00,United States,USD,Low Volatility Expected,6.63M,,8.51M,all-truck-sales-1437,All Truck Sales
406280,1760.0,Loan Officer Survey,2020-05-04 18:00:00,United States,USD,Low Volatility Expected,,,,loan-officer-survey-1760,Federal Reserve Loan Officer Survey
406332,1839.0,Services PMI,2020-05-04 23:00:00,Australia,AUD,Low Volatility Expected,19.5,19.6,38.5,services-pmi-1839,Services Purchasing Managers Index (PMI)
406292,5.0,ANZ Commodity Price Index,2020-05-05 01:00:00,New Zealand,NZD,Low Volatility Expected,-1.1%,,-2.0%,anz-commodity-price-index-5,ANZ Commodity Price Index
405230,1108.0,Core CPI,2020-05-05 01:00:00,Philippines,PHP,Low Volatility Expected,2.8%,,3.0%,core-cpi-1108, Consumer Price Index (CPI)
405232,824.0,CPI,2020-05-05 01:00:00,Philippines,PHP,Low Volatility Expected,-0.1%,,-0.1%,cpi-824,Consumer Price Index (CPI)
405231,1075.0,CPI,2020-05-05 01:00:00,Philippines,PHP,Low Volatility Expected,2.2%,2.1%,2.5%,cpi-1075,Consumer Price Index (CPI)
406333,543.0,Industrial Production,2020-05-05 01:00:00,Philippines,PHP,Low Volatility Expected,-11.3%,,-1.0%,industrial-production-543,Industrial Production
405233,1225.0,Core CPI,2020-05-05 03:30:00,Thailand,THB,Low Volatility Expected,0.41%,0.46%,0.54%,core-cpi-1225, Consumer Price Index (CPI)
405234,800.0,CPI,2020-05-05 03:30:00,Thailand,THB,Moderate Volatility Expected,-2.99%,-1.20%,-0.54%,cpi-800,Consumer Price Index (CPI)
405749,505.0,GDP,2020-05-05 04:11:00,Indonesia,IDR,Low Volatility Expected,2.97%,4.04%,4.97%,gdp-505,Gross Domestic Product (GDP)
405748,1072.0,GDP,2020-05-05 04:11:00,Indonesia,IDR,Moderate Volatility Expected,-2.41%,-1.27%,-1.74%,gdp-1072,Gross Domestic Product (GDP)
406293,387.0,RBA Rate Statement,2020-05-05 04:30:00,Australia,AUD,High Volatility Expected,,,,rba-rate-statement-387,Rate Statement
405239,513.0,Retail Sales,2020-05-05 05:00:00,Singapore,SGD,Low Volatility Expected,-13.3%,,-8.4%,retail-sales-513,Retail Sales
405240,1079.0,Retail Sales,2020-05-05 05:00:00,Singapore,SGD,Low Volatility Expected,-1.3%,,-8.4%,retail-sales-1079,Retail Sales
405241,362.0,SECO Consumer Climate,2020-05-05 05:45:00,Switzerland,CHF,Moderate Volatility Expected,-56,,-7,seco-consumer-climate-362,SECO Consumer Climate
406298,830.0,Spanish Unemployment Change,2020-05-05 07:00:00,Spain,EUR,Moderate Volatility Expected,282.9K,,302.3K,spanish-unemployment-change-830,Unemployment Change
405642,1106.0,Interest Rate,2020-05-05 07:00:00,Malaysia,MYR,Moderate Volatility Expected,2.00%,2.00%,2.50%,interest-rate-1106,Interest Rate
406335,1187.0,Industrial Production,2020-05-05 07:30:00,Sweden,SEK,Low Volatility Expected,-0.2%,,-1.2%,industrial-production-1187,Industrial Production
406334,628.0,Industrial Production,2020-05-05 07:30:00,Sweden,SEK,Low Volatility Expected,-0.4%,,-0.2%,industrial-production-628,Industrial Production
406450,1032.0,German Buba President Weidmann Speaks,2020-05-05 08:00:00,Germany,EUR,Moderate Volatility Expected,,,,german-buba-president-weidmann-speaks-1032,German Bundesbank President Weidmann Speaks
405254,1120.0,FX Reserves USD,2020-05-05 08:20:00,Taiwan,TWD,Low Volatility Expected,481.78B,,480.39B,fx-reserves-usd-1120,FX Reserves (USD)
406336,703.0,Spanish 12-Month Letras Auction,2020-05-05 09:00:00,Spain,EUR,Low Volatility Expected,-0.097%,,0.079%,spanish-12-month-letras-auction-703,12-Month Letras Auction
406337,702.0,Spanish 6-Month Letras Auction,2020-05-05 09:00:00,Spain,EUR,Low Volatility Expected,-0.287%,,-0.039%,spanish-6-month-letras-auction-702,6-Month Letras Auction
406472,1837.0,ECB's Enria Speaks,2020-05-05 09:00:00,Euro Zone,EUR,Moderate Volatility Expected,,,,ecb's-enria-speaks-1837,European Central Bank Enria Speaks
406299,1696.0,EU Economic Forecasts,2020-05-05 10:00:00,Euro Zone,EUR,Moderate Volatility Expected,,,,eu-economic-forecasts-1696,European Union Economic Forecasts
406338,558.0,Spanish Consumer Confidence,2020-05-05 10:30:00,Spain,EUR,Low Volatility Expected,49.9,,63.3,spanish-consumer-confidence-558,Consumer Confidence
406339,1762.0,Exports,2020-05-05 12:30:00,United States,USD,Moderate Volatility Expected,187.80B,,207.50B,exports-1762,Exports
406340,1763.0,Imports,2020-05-05 12:30:00,United States,USD,Moderate Volatility Expected,232.20B,,247.50B,imports-1763,Imports
405272,286.0,Trade Balance,2020-05-05 12:30:00,United States,USD,Moderate Volatility Expected,-44.40B,-44.00B,-39.80B,trade-balance-286,Trade Balance
405273,1023.0,Exports,2020-05-05 12:30:00,Canada,CAD,Low Volatility Expected,46.26B,45.00B,48.52B,exports-1023,Exports
405274,1026.0,Imports,2020-05-05 12:30:00,Canada,CAD,Low Volatility Expected,47.67B,45.80B,49.42B,imports-1026,Imports
405271,285.0,Trade Balance,2020-05-05 12:30:00,Canada,CAD,Moderate Volatility Expected,-1.41B,-2.00B,-0.89B,trade-balance-285,Trade Balance
406301,325.0,IBD/TIPP Economic Optimism,2020-05-05 14:00:00,United States,USD,Low Volatility Expected,49.7,,47.8,ibd-tipp-economic-optimism-325,IBD/TIPP Economic Optimism
406302,1654.0,GlobalDairyTrade Price Index,2020-05-05 15:20:00,New Zealand,NZD,Moderate Volatility Expected,-0.8%,,-4.2%,globaldairytrade-price-index-1654,GlobalDairyTrade Price Index
405998,1518.0,Tax Revenue,2020-05-05 20:00:00,Argentina,ARS,Low Volatility Expected,389.66B,,443.64B,tax-revenue-1518,Tax Revenue
405287,1178.0,Labor Cost Index,2020-05-05 21:45:00,New Zealand,NZD,Low Volatility Expected,2.4%,2.5%,2.4%,labor-cost-index-1178,Labor Cost Index
405286,188.0,Labor Cost Index,2020-05-05 21:45:00,New Zealand,NZD,Low Volatility Expected,0.3%,0.4%,0.6%,labor-cost-index-188,Labor Cost Index
405701,93.0,Employment Change,2020-05-05 22:45:00,New Zealand,NZD,High Volatility Expected,0.7%,-0.3%,0.0%,employment-change-93,Employment Change
405703,1532.0,Participation Rate,2020-05-05 22:45:00,New Zealand,NZD,Low Volatility Expected,70.40%,70.00%,70.10%,participation-rate-1532,Participation Rate
405702,295.0,Unemployment Rate,2020-05-05 22:45:00,New Zealand,NZD,Moderate Volatility Expected,4.1%,4.3%,4.0%,unemployment-rate-295,Unemployment Rate
405289,494.0,CPI,2020-05-06 00:00:00,Colombia,COP,Low Volatility Expected,3.51%,,3.86%,cpi-494,Consumer Price Index (CPI)
405288,1197.0,CPI,2020-05-06 00:00:00,Colombia,COP,Low Volatility Expected,0.16%,,0.57%,cpi-1197,Consumer Price Index (CPI)
405294,1109.0,Exports,2020-05-06 01:00:00,Philippines,PHP,Low Volatility Expected,-24.9%,,2.8%,exports-1109,Exports
405292,1110.0,Imports,2020-05-06 01:00:00,Philippines,PHP,Low Volatility Expected,-26.2%,,-11.6%,imports-1110,Imports
405293,825.0,Trade Balance,2020-05-06 01:00:00,Philippines,PHP,Low Volatility Expected,"-2,380.0M",,"-1,656.0M",trade-balance-825,Trade Balance
406347,1844.0,RBA Chart Pack Release,2020-05-06 01:30:00,Australia,AUD,Low Volatility Expected,,,,rba-chart-pack-release-1844,RBA Chart Pack Release
405295,1283.0,Retail Sales,2020-05-06 01:30:00,Australia,AUD,Low Volatility Expected,0.7%,1.7%,0.5%,retail-sales-1283,Retail Sales
405301,130.0,German Factory Orders,2020-05-06 06:00:00,Germany,EUR,Moderate Volatility Expected,-15.6%,-10.0%,-1.2%,german-factory-orders-130,Factory Orders
405307,813.0,Retail Sales,2020-05-06 07:00:00,Czech Republic,CZK,Low Volatility Expected,-8.9%,-9.0%,7.0%,retail-sales-813,Republic Retail Sales
405317,538.0,CPI,2020-05-06 08:00:00,Taiwan,TWD,Low Volatility Expected,-0.97%,-0.55%,-0.03%,cpi-538,Consumer Price Index (CPI)
405316,1080.0,CPI,2020-05-06 08:00:00,Taiwan,TWD,Low Volatility Expected,-0.72%,,-0.25%,cpi-1080,Consumer Price Index (CPI)
405320,1123.0,Wholesale Prices,2020-05-06 08:00:00,Taiwan,TWD,Low Volatility Expected,-10.75%,,-7.32%,wholesale-prices-1123,Wholesale Prices
405324,936.0,Retail Sales,2020-05-06 09:00:00,Euro Zone,EUR,Low Volatility Expected,-9.2%,-8.0%,2.5%,retail-sales-936,Eurozone Retail Sales
405325,255.0,Retail Sales,2020-05-06 09:00:00,Euro Zone,EUR,Moderate Volatility Expected,-11.2%,-10.5%,0.6%,retail-sales-255,Eurozone Retail Sales
406348,579.0,German 5-Year Bobl Auction,2020-05-06 09:40:00,Germany,EUR,Low Volatility Expected,-0.740%,,-0.660%,german-5-year-bobl-auction-579,5-Year Bobl Auction
405327,620.0,Portuguese Unemployment Rate,2020-05-06 10:00:00,Portugal,EUR,Low Volatility Expected,6.7%,,6.7%,portuguese-unemployment-rate-620,Unemployment Rate
405323,1090.0,Consumer Confidence,2020-05-06 11:26:00,Indonesia,IDR,Low Volatility Expected,84.8,,113.8,consumer-confidence-1090,Consumer Confidence
406202,756.0,M3 Money Supply,2020-05-06 11:30:00,India,INR,Low Volatility Expected,10.7%,,10.2%,m3-money-supply-756,M3 Money Supply
405339,440.0,Industrial Production,2020-05-06 19:00:00,Argentina,ARS,Moderate Volatility Expected,-16.8%,,-1.0%,industrial-production-440,Industrial Production
405340,492.0,Interest Rate Decision,2020-05-06 21:00:00,Chile,CLP,Low Volatility Expected,0.50%,0.50%,0.50%,interest-rate-decision-492,Interest Rate Decision
405732,415.0,Interest Rate Decision,2020-05-06 21:00:00,Brazil,BRL,Moderate Volatility Expected,3.00%,3.25%,3.75%,interest-rate-decision-415,Interest Rate Decision
405342,347.0,AIG Services Index,2020-05-06 22:30:00,Australia,AUD,Low Volatility Expected,27.1,,38.7,aig-services-index-347,AIG Services Index
406033,789.0,Current Account,2020-05-06 23:00:00,South Korea,KRW,Low Volatility Expected,6.23B,,6.37B,current-account-789,Current Account
406303,209.0,Monetary Base,2020-05-06 23:50:00,Japan,JPY,Low Volatility Expected,2.3%,,2.8%,monetary-base-209,Monetary Base
405350,1055.0,Exports,2020-05-07 01:30:00,Australia,AUD,Low Volatility Expected,15%,,-5%,exports-1055,Exports
405348,1056.0,Imports,2020-05-07 01:30:00,Australia,AUD,Low Volatility Expected,-4%,,-4%,imports-1056,Imports
405349,291.0,Trade Balance,2020-05-07 01:30:00,Australia,AUD,Moderate Volatility Expected,10.602B,6.800B,4.361B,trade-balance-291,Trade Balance
405352,1076.0,GDP,2020-05-07 02:00:00,Philippines,PHP,Low Volatility Expected,-5.1%,,2.2%,gdp-1076,Gross Domestic Product (GDP)
405351,542.0,GDP,2020-05-07 02:00:00,Philippines,PHP,Low Volatility Expected,-0.2%,3.1%,6.4%,gdp-542,Gross Domestic Product (GDP)
406304,342.0,Inflation Expectations,2020-05-07 03:00:00,New Zealand,NZD,Moderate Volatility Expected,1.2%,,1.9%,inflation-expectations-342,Inflation Expectations
405355,595.0,Exports,2020-05-07 03:01:00,China,CNY,Moderate Volatility Expected,3.5%,-15.7%,-6.6%,exports-595,Exports
405353,867.0,Imports,2020-05-07 03:01:00,China,CNY,Moderate Volatility Expected,-14.2%,-11.2%,-1.0%,imports-867,Imports
405354,466.0,Trade Balance,2020-05-07 03:01:00,China,CNY,Moderate Volatility Expected,45.34B,6.35B,19.93B,trade-balance-466,Trade Balance (USD)
406447,959.0,Unemployment Rate n.s.a.,2020-05-07 05:45:00,Switzerland,CHF,Moderate Volatility Expected,3.3%,3.3%,2.9%,unemployment-rate-n.s.a.-959,Unemployment Rate n.s.a.
406448,296.0,Unemployment Rate s.a.,2020-05-07 05:45:00,Switzerland,CHF,Moderate Volatility Expected,3.3%,3.3%,2.8%,unemployment-rate-s.a.-296,Unemployment Rate s.a.
406550,1672.0,BoE Financial Stability Report,2020-05-07 06:00:00,United Kingdom,GBP,Moderate Volatility Expected,,,,boe-financial-stability-report-1672,(BoE) Financial Stability Report
406549,1675.0,BoE FPC Meeting Minutes,2020-05-07 06:00:00,United Kingdom,GBP,Low Volatility Expected,,,,boe-fpc-meeting-minutes-1675,Financial Policy Committee Meeting Minutes
406366,15.0,BoE Inflation Report,2020-05-07 06:00:00,United Kingdom,GBP,High Volatility Expected,,,,boe-inflation-report-15,Inflation Report
406365,846.0,BoE MPC vote cut,2020-05-07 06:00:00,United Kingdom,GBP,Moderate Volatility Expected,0,,2,boe-mpc-vote-cut-846,BoE MPC Vote Cut
406363,847.0,BoE MPC vote hike,2020-05-07 06:00:00,United Kingdom,GBP,Moderate Volatility Expected,0,,0,boe-mpc-vote-hike-847,BoE MPC Vote Hike
406364,848.0,BoE MPC vote unchanged,2020-05-07 06:00:00,United Kingdom,GBP,Moderate Volatility Expected,9,9,9,boe-mpc-vote-unchanged-848,BoE MPC Vote Unchanged
406361,665.0,BoE QE Total,2020-05-07 06:00:00,United Kingdom,GBP,Moderate Volatility Expected,645B,625B,645B,boe-qe-total-665,BoE QE Total
405392,170.0,BoE Interest Rate Decision,2020-05-07 06:00:00,United Kingdom,GBP,High Volatility Expected,0.10%,0.10%,0.10%,boe-interest-rate-decision-170,Interest Rate Decision
406362,212.0,BoE MPC Meeting Minutes,2020-05-07 06:00:00,United Kingdom,GBP,High Volatility Expected,,,,boe-mpc-meeting-minutes-212,(BoE) Monetary Policy Committee (MPC) Meeting Minutes
406186,135.0,German Industrial Production,2020-05-07 06:00:00,Germany,EUR,Moderate Volatility Expected,-9.2%,-7.5%,0.3%,german-industrial-production-135,Industrial Production
405358,644.0,Industrial Production,2020-05-07 06:00:00,Denmark,DKK,Low Volatility Expected,-0.4%,,2.4%,industrial-production-644,Industrial Production
405364,671.0,French Current Account,2020-05-07 06:45:00,France,EUR,Low Volatility Expected,-3.30B,,-3.80B,french-current-account-671,Current Account
405361,1365.0,French Exports,2020-05-07 06:45:00,France,EUR,Low Volatility Expected,35.2B,,42.3B,french-exports-1365,Exports
405362,1366.0,French Imports,2020-05-07 06:45:00,France,EUR,Low Volatility Expected,38.5B,,47.3B,french-imports-1366,Imports
405363,942.0,French Industrial Investments,2020-05-07 06:45:00,France,EUR,Low Volatility Expected,-7.0%,,3.0%,french-industrial-investments-942,Industrial Investments
405365,115.0,French Industrial Production,2020-05-07 06:45:00,France,EUR,Low Volatility Expected,-16.2%,-12.4%,0.8%,french-industrial-production-115,Industrial Production
405359,339.0,French Non-Farm Payrolls,2020-05-07 06:45:00,France,EUR,Moderate Volatility Expected,-2.3%,,0.4%,french-non-farm-payrolls-339,Non-Farm Payrolls
405360,117.0,French Trade Balance,2020-05-07 06:45:00,France,EUR,Low Volatility Expected,-3.3B,-4.9B,-5.0B,french-trade-balance-117,Trade Balance
405371,1545.0,Austrian Wholesale Prices n.s.a,2020-05-07 07:00:00,Austria,EUR,Low Volatility Expected,-1.7%,,-3.2%,austrian-wholesale-prices-n.s.a-1545,Wholesale Prices n.s.a
405366,1546.0,Austrian Wholesale Prices n.s.a,2020-05-07 07:00:00,Austria,EUR,Low Volatility Expected,-6.9%,,-4.7%,austrian-wholesale-prices-n.s.a-1546,Wholesale Prices n.s.a
405369,1261.0,Industrial Production,2020-05-07 07:00:00,Czech Republic,CZK,Low Volatility Expected,-10.8%,-14.2%,-0.9%,industrial-production-1261,Republic Industrial Production
405370,1330.0,Trade Balance NRA,2020-05-07 07:00:00,Czech Republic,CZK,Low Volatility Expected,3.1B,13.0B,20.8B,trade-balance-nra-1330,Republic Trade Balance NRA
406350,1325.0,Foreign Reserves,2020-05-07 07:00:00,Ukraine,UAH,Low Volatility Expected,25.70B,25.50B,24.92B,foreign-reserves-1325,Foreign Reserves (USD)
405372,796.0,Slovak Trade Balance,2020-05-07 07:00:00,Slovakia,EUR,Low Volatility Expected,-331.7M,194.0M,102.4M,slovak-trade-balance-796,Trade Balance
405373,145.0,Halifax House Price Index,2020-05-07 07:30:00,United Kingdom,GBP,Moderate Volatility Expected,-0.6%,-0.7%,-0.3%,halifax-house-price-index-145,Halifax House Price Index
406354,844.0,Halifax House Price Index,2020-05-07 07:30:00,United Kingdom,GBP,Moderate Volatility Expected,2.7%,,3.0%,halifax-house-price-index-844,Halifax House Price Index
405376,181.0,Italian Retail Sales,2020-05-07 08:00:00,Italy,EUR,Low Volatility Expected,-20.5%,,0.9%,italian-retail-sales-181,Retail Sales
405374,952.0,Italian Retail Sales,2020-05-07 08:00:00,Italy,EUR,Low Volatility Expected,-18.4%,,6.1%,italian-retail-sales-952,Retail Sales
406353,866.0,FX Reserves,2020-05-07 08:00:00,China,CNY,Low Volatility Expected,3.092T,,3.061T,fx-reserves-866,FX Reserves (USD)
405375,1367.0,FX Reserves,2020-05-07 08:00:00,Czech Republic,CZK,Low Volatility Expected,133.980B,,132.270B,fx-reserves-1367,Republic FX Reserves (EUR)
405378,1327.0,Foreign Reserves,2020-05-07 08:30:00,Hong Kong,HKD,Low Volatility Expected,441.20B,,437.60B,foreign-reserves-1327,FX Reserves (USD)
406355,575.0,French 10-Year OAT Auction,2020-05-07 09:00:00,France,EUR,Low Volatility Expected,0.03%,,0.04%,french-10-year-oat-auction-575,10-Year OAT Auction
405380,625.0,Greek Unemployment Rate,2020-05-07 09:00:00,Greece,EUR,Low Volatility Expected,16.1%,,16.2%,greek-unemployment-rate-625,Unemployment Rate
406191,1410.0,Business Confidence,2020-05-07 09:30:00,South Africa,ZAR,Low Volatility Expected,77.8,,89.9,business-confidence-1410,Business Confidence
406356,704.0,Spanish 3-Year Bonos Auction,2020-05-07 10:00:00,Spain,EUR,Low Volatility Expected,0.036%,,0.266%,spanish-3-year-bonos-auction-704,3-Year Bonos Auction
406357,706.0,Spanish 5-Year Bonos Auction,2020-05-07 10:00:00,Spain,EUR,Low Volatility Expected,0.254%,,0.411%,spanish-5-year-bonos-auction-706,5-Year Bonos Auction
405393,1221.0,Core CPI,2020-05-07 11:00:00,Mexico,MXN,Low Volatility Expected,0.36%,0.32%,0.29%,core-cpi-1221, Consumer Price Index (CPI)
405390,1192.0,CPI,2020-05-07 11:00:00,Mexico,MXN,Moderate Volatility Expected,-1.01%,-1.04%,-0.05%,cpi-1192,Consumer Price Index (CPI)
405391,417.0,CPI,2020-05-07 11:00:00,Mexico,MXN,Moderate Volatility Expected,2.15%,2.13%,3.25%,cpi-417,Consumer Price Index (CPI)
406582,782.0,FX Reserve - USD,2020-05-07 11:00:00,Israel,ILS,Low Volatility Expected,133.539B,,125.945B,fx-reserve---usd-782,FX Reserve (USD)
406613,1322.0,Foreign Reserves,2020-05-07 11:00:00,Egypt,EGP,Low Volatility Expected,37.04B,,40.11B,foreign-reserves-1322,FX Reserves (USD)
406305,333.0,Challenger Job Cuts,2020-05-07 11:30:00,United States,USD,Low Volatility Expected,"1,576.9%",,266.9%,challenger-job-cuts-333,Challenger Job Cuts
405396,874.0,FX Reserves,2020-05-07 12:00:00,Poland,PLN,Low Volatility Expected,108.60B,,110.10B,fx-reserves-874,FX Reserves (EUR)
405398,1345.0,Copper Exports,2020-05-07 12:30:00,Chile,CLP,Low Volatility Expected,"2,389M",,"2,641M",copper-exports-1345,Copper Exports (USD)
406367,1358.0,Exports,2020-05-07 12:30:00,Chile,CLP,Low Volatility Expected,"5,354M",,"5,694M",exports-1358,Exports (USD)
406368,1373.0,Imports,2020-05-07 12:30:00,Chile,CLP,Low Volatility Expected,"4,135M",,"4,451M",imports-1373,Imports (USD)
405397,489.0,Trade Balance,2020-05-07 12:30:00,Chile,CLP,Low Volatility Expected,1.22B,,1.24B,trade-balance-489,Trade Balance
405787,457.0,Interest Rate Decision,2020-05-07 13:15:00,Czech Republic,CZK,Low Volatility Expected,0.25%,0.50%,1.00%,interest-rate-decision-457,Republic Interest Rate Decision
405405,1485.0,Ivey PMI n.s.a,2020-05-07 14:00:00,Canada,CAD,Low Volatility Expected,23.6,,28.2,ivey-pmi-n.s.a-1485,Ivey Purchasing Managers Index (PMI) n.s.a
405404,185.0,Ivey PMI,2020-05-07 14:00:00,Canada,CAD,High Volatility Expected,22.8,25.0,26.0,ivey-pmi-185,Ivey Purchasing Managers Index (PMI)
405403,406.0,CPI,2020-05-07 17:01:00,Russia,RUB,Moderate Volatility Expected,0.8%,0.8%,0.6%,cpi-406,Consumer Price Index (CPI)
405402,1180.0,CPI,2020-05-07 17:01:00,Russia,RUB,Moderate Volatility Expected,3.1%,3.1%,2.5%,cpi-1180,Consumer Price Index (CPI)
405406,52.0,Consumer Credit,2020-05-07 19:00:00,United States,USD,Low Volatility Expected,-12.04B,15.00B,19.92B,consumer-credit-52,Consumer Credit
405410,517.0,Interest Rate Decision,2020-05-07 23:14:00,Peru,PEN,Low Volatility Expected,0.25%,0.25%,0.25%,interest-rate-decision-517,Interest Rate Decision
405409,822.0,Trade Balance,2020-05-07 23:25:00,Peru,PEN,Low Volatility Expected,-252M,,489M,trade-balance-822,Trade Balance
406308,6.0,Average Cash Earnings,2020-05-07 23:30:00,Japan,JPY,Low Volatility Expected,0.1%,,0.7%,average-cash-earnings-6,Average Cash Earnings
405415,1191.0,Household Spending,2020-05-07 23:30:00,Japan,JPY,Moderate Volatility Expected,-4.0%,-4.0%,0.8%,household-spending-1191,Household Spending
405413,361.0,Household Spending,2020-05-07 23:30:00,Japan,JPY,Moderate Volatility Expected,-6.0%,-6.7%,-0.3%,household-spending-361,Household Spending
405412,1911.0,Overall wage income of employees,2020-05-07 23:30:00,Japan,JPY,Low Volatility Expected,0.1%,,0.7%,overall-wage-income-of-employees-1911,Overall Wage Income of Employees
405414,1499.0,Overtime Pay,2020-05-07 23:30:00,Japan,JPY,Low Volatility Expected,-4.10%,,-1.80%,overtime-pay-1499,Overtime Pay
406309,335.0,RBA Monetary Policy Statement,2020-05-08 01:30:00,Australia,AUD,Moderate Volatility Expected,,,,rba-monetary-policy-statement-335,Monetary Policy Statement
406352,1095.0,FX Reserves,2020-05-08 03:01:00,Indonesia,IDR,Low Volatility Expected,127.90B,,121.00B,fx-reserves-1095,FX Reserves (USD)
406376,548.0,Unemployment Rate,2020-05-08 04:00:00,Malaysia,MYR,Low Volatility Expected,3.9%,,3.3%,unemployment-rate-548,Unemployment Rate
405431,820.0,Dutch Manufacturing Production,2020-05-08 04:30:00,Netherlands,EUR,Low Volatility Expected,-1.0%,,-1.8%,dutch-manufacturing-production-820,Manufacturing Production
405435,632.0,Finnish Industry Output,2020-05-08 05:00:00,Finland,EUR,Low Volatility Expected,2.8%,,-0.8%,finnish-industry-output-632,Industry Output
405433,1167.0,Estonian CPI,2020-05-08 05:00:00,Estonia,EUR,Low Volatility Expected,-0.80%,,0.90%,estonian-cpi-1167,Consumer Price Index (CPI)
405432,766.0,Estonian CPI,2020-05-08 05:00:00,Estonia,EUR,Low Volatility Expected,-0.40%,,-0.70%,estonian-cpi-766,Consumer Price Index (CPI)
405440,1893.0,Gemran Current Account Balance n.s.a,2020-05-08 06:00:00,Germany,EUR,Low Volatility Expected,24.4B,,23.7B,gemran-current-account-balance-n.s.a-1893,Current Account Balance (Not Seasonally Adjusted) NSA
405448,1368.0,German Exports,2020-05-08 06:00:00,Germany,EUR,Low Volatility Expected,-11.8%,-5.0%,1.2%,german-exports-1368,Exports
405444,1369.0,German Imports,2020-05-08 06:00:00,Germany,EUR,Low Volatility Expected,-5.1%,-4.0%,-1.5%,german-imports-1369,Imports
405445,141.0,German Trade Balance,2020-05-08 06:00:00,Germany,EUR,Moderate Volatility Expected,12.8B,18.9B,21.4B,german-trade-balance-141,Trade Balance
405442,821.0,Manufacturing Production,2020-05-08 06:00:00,Norway,NOK,Low Volatility Expected,-3.0%,0.2%,-0.5%,manufacturing-production-821,Manufacturing Production
405441,634.0,Finnish Trade Balance,2020-05-08 06:00:00,Finland,EUR,Low Volatility Expected,-0.27B,,-0.75B,finnish-trade-balance-634,Trade Balance
405443,1331.0,Lithuania Trade Balance,2020-05-08 06:00:00,Lithuania,EUR,Low Volatility Expected,-0.04B,,-0.14B,lithuania-trade-balance-1331,Trade Balance
405446,1328.0,Foreign Reserves,2020-05-08 06:00:00,South Africa,ZAR,Low Volatility Expected,53.00B,,52.46B,foreign-reserves-1328,FX Reserves (USD)
405447,1380.0,Net FX Reserves ,2020-05-08 06:00:00,South Africa,ZAR,Low Volatility Expected,45.470B,,44.774B,net-fx-reserves--1380,Net FX Reserves (USD)
405454,403.0,Spanish Industrial Production,2020-05-08 07:00:00,Spain,EUR,Low Volatility Expected,-12.2%,,-1.5%,spanish-industrial-production-403,Industrial Production
406418,1107.0,FX Reserves USD,2020-05-08 07:00:00,Malaysia,MYR,Low Volatility Expected,102.5B,,102.0B,fx-reserves-usd-1107,FX Reserves (USD)
405452,1220.0,Core CPI,2020-05-08 07:00:00,Hungary,HUF,Low Volatility Expected,4.3%,3.8%,4.3%,core-cpi-1220, Consumer Price Index (CPI)
405451,450.0,CPI,2020-05-08 07:00:00,Hungary,HUF,Low Volatility Expected,2.4%,2.4%,3.9%,cpi-450,Consumer Price Index (CPI)
406535,1399.0,Currency Swaps,2020-05-08 07:30:00,Thailand,THB,Low Volatility Expected,29.3B,,31.0B,currency-swaps-1399,Currency Swaps (USD)
406534,1326.0,Foreign Reserves,2020-05-08 07:30:00,Thailand,THB,Low Volatility Expected,235.2B,,232.2B,foreign-reserves-1326,FX Reserves (USD)
403844,806.0,Austrian Trade Balance,2020-05-08 07:49:00,Austria,EUR,Low Volatility Expected,-136.8M,,-347.0M,austrian-trade-balance-806,Trade Balance
405457,1118.0,Exports,2020-05-08 08:00:00,Taiwan,TWD,Low Volatility Expected,-1.3%,-1.0%,-0.6%,exports-1118,Exports
405458,1119.0,Imports,2020-05-08 08:00:00,Taiwan,TWD,Low Volatility Expected,0.50%,-1.50%,0.50%,imports-1119,Imports
405459,539.0,Trade Balance,2020-05-08 08:00:00,Taiwan,TWD,Low Volatility Expected,2.27B,2.80B,2.78B,trade-balance-539,Trade Balance
405379,1113.0,Foreign Reserves USD,2020-05-08 09:00:00,Singapore,SGD,Low Volatility Expected,301.8B,,279.1B,foreign-reserves-usd-1113,FX Reserves (USD)
405463,622.0,Greek CPI,2020-05-08 09:00:00,Greece,EUR,Low Volatility Expected,-1.4%,,0.0%,greek-cpi-622,Consumer Price Index (CPI)
405460,1558.0,Greek HICP,2020-05-08 09:00:00,Greece,EUR,Low Volatility Expected,-0.9%,,0.2%,greek-hicp-1558,Harmonised Index of Consumer Prices (HICP)
405461,1230.0,Budget Balance,2020-05-08 09:00:00,Hungary,HUF,Low Volatility Expected,104.5B,,-577.0B,budget-balance-1230,Budget Balance
405484,621.0,Portuguese Trade Balance,2020-05-08 10:00:00,Portugal,EUR,Low Volatility Expected,-4.65B,,-4.48B,portuguese-trade-balance-621,Trade Balance
